Station_ID,City,PM2.5,PM10,NO2,SO2,CO,Ozone,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,Weather
2431,Chennai,216.5,166.7,36.3,50.2,0.96,63.9,12.1,41.0,11.5,139.0,Very Poor,Sunny
2432,Chennai,131.3,254.4,177.6,97.0,2.81,90.3,24.9,42.0,16.6,187.0,Poor,Sunny
2433,Chennai,196.9,241.8,40.9,37.5,1.18,131.0,32.0,75.0,12.3,159.0,Poor,Sunny
2434,Surat,123.3,143.7,10.7,66.0,3.64,110.0,15.5,59.0,5.7,92.0,Severe,Sunny
2435,Jaipur,112.4,315.1,103.1,98.6,1.29,97.1,27.8,50.0,8.9,176.0,Moderate,Sunny
2436,Kolkata,32.4,198.7,148.2,86.6,4.61,156.1,19.6,66.0,13.3,126.0,Satisfactory,Foggy
2437,Kolkata,214.1,165.9,10.7,60.9,2.67,58.2,20.2,61.0,16.9,130.0,Severe,Cloudy
2438,Kolkata,285.8,285.6,105.8,11.6,1.16,191.1,38.7,95.0,6.8,225.0,Severe,Cloudy
2439,Mumbai,10.5,66.4,121.5,65.7,3.99,130.4,42.2,61.0,12.4,66.0,Severe,Sunny
2440,Bengaluru,240.7,120.0,78.5,40.4,1.0,80.2,39.5,76.0,19.9,146.0,Moderate,Cloudy
2441,Kolkata,251.8,,177.1,34.7,3.53,158.5,19.2,46.0,15.0,171.0,Good,Sunny
2442,Chennai,212.2,88.2,170.8,5.9,0.35,106.7,21.3,31.0,3.3,157.0,Very Poor,Foggy
2443,Pune,59.7,305.9,168.1,78.5,2.5,109.4,25.3,22.0,13.6,177.0,Satisfactory,Foggy
2444,Jaipur,193.0,264.0,41.8,56.2,0.58,45.3,10.8,66.0,9.9,166.0,Good,Foggy
2445,Surat,280.5,127.1,94.8,76.2,4.43,136.7,42.6,61.0,17.9,167.0,Poor,Foggy
2446,Mumbai,232.4,186.2,10.2,57.3,2.19,138.8,18.2,73.0,16.0,142.0,Very Poor,Foggy
2447,Hyderabad,232.6,218.6,30.1,82.3,0.28,81.8,22.1,26.0,9.0,160.0,Severe,Cloudy
2448,Chennai,265.9,361.7,38.1,25.6,1.53,198.3,39.0,71.0,18.9,221.0,Good,Rainy
2449,Ahmedabad,270.5,258.4,90.1,75.9,2.29,50.1,10.8,67.0,10.3,206.0,Satisfactory,Foggy
2450,Jaipur,82.0,183.7,107.4,82.5,3.5,120.1,22.3,61.0,18.6,124.0,Poor,Sunny
2451,Kolkata,231.5,,57.4,19.1,4.79,188.3,26.1,37.0,3.8,150.0,Satisfactory,Sunny
2452,Ahmedabad,82.4,207.0,118.8,61.7,1.58,117.4,30.5,58.0,9.1,136.0,Satisfactory,Cloudy
2453,Hyderabad,53.0,105.8,87.2,44.1,2.42,158.0,37.9,83.0,12.9,82.0,Satisfactory,Cloudy
2454,Pune,64.5,362.3,164.4,47.4,4.3,84.4,23.4,47.0,4.3,197.0,Moderate,Rainy
2455,Mumbai,111.6,163.1,119.2,18.4,1.39,56.5,30.6,57.0,7.5,131.0,Poor,Cloudy
2456,Kolkata,86.0,210.5,80.7,47.4,0.94,171.2,13.1,64.0,2.2,125.0,Good,Sunny
2457,Bengaluru,145.6,12.1,168.6,67.9,3.5,65.6,13.4,20.0,15.9,108.0,Good,Foggy
2458,Ahmedabad,242.3,291.6,26.6,15.8,1.49,45.6,33.8,35.0,7.6,186.0,Very Poor,Cloudy
2459,Ahmedabad,50.0,75.2,33.8,42.7,0.49,198.2,32.3,50.0,8.3,53.0,Good,Sunny
2460,Surat,134.2,254.8,49.2,31.7,4.32,198.6,19.8,62.0,19.9,146.0,Moderate,Foggy
2461,Jaipur,130.5,108.4,172.6,52.3,3.03,139.2,41.3,28.0,8.4,137.0,Good,Foggy
2462,Delhi,145.9,116.5,171.1,62.6,4.64,156.3,39.1,54.0,10.3,144.0,Very Poor,Sunny
2463,Ahmedabad,232.3,258.0,37.6,13.6,3.18,104.3,14.8,50.0,9.4,175.0,Poor,Cloudy
2464,Chennai,9.9,362.6,54.9,45.1,1.29,197.7,31.6,91.0,15.7,142.0,Moderate,Rainy
2465,Bengaluru,133.6,354.7,158.2,24.1,4.25,130.0,17.1,44.0,12.0,215.0,Severe,Cloudy
2466,Hyderabad,155.7,314.3,12.9,39.3,2.67,16.4,35.5,82.0,9.9,160.0,Poor,Foggy
2467,Jaipur,147.2,163.1,127.6,59.9,1.59,61.2,19.9,53.0,0.8,145.0,Very Poor,Foggy
2468,Ahmedabad,169.4,393.7,97.2,54.3,0.79,17.9,39.5,58.0,18.0,220.0,Satisfactory,Sunny
2469,Mumbai,40.0,253.7,12.4,88.2,1.33,177.1,16.1,77.0,9.1,102.0,Moderate,Rainy
2470,Ahmedabad,86.6,342.8,107.4,82.3,1.38,88.4,35.6,53.0,6.9,178.0,Poor,Sunny
2471,Surat,144.9,223.3,96.7,29.8,0.74,111.4,31.8,91.0,16.0,154.0,Satisfactory,Foggy
2472,Jaipur,230.9,88.8,117.8,44.9,0.27,9.7,22.2,94.0,4.7,145.0,Satisfactory,Sunny
2473,Pune,186.1,253.6,173.8,11.0,3.67,136.7,20.9,95.0,10.5,204.0,Satisfactory,Sunny
2474,Bengaluru,277.0,262.9,102.6,76.6,1.81,198.8,42.8,71.0,4.4,214.0,Poor,Cloudy
2475,Chennai,269.8,31.6,148.9,55.6,0.59,169.3,27.7,76.0,5.9,150.0,Satisfactory,Cloudy
2476,Surat,7.0,207.4,140.6,25.6,2.06,197.4,,58.0,6.4,118.0,Severe,Sunny
2477,Surat,224.5,193.2,55.5,93.1,4.67,117.9,35.6,22.0,14.9,157.0,Very Poor,Rainy
2478,Pune,98.7,206.3,139.4,47.4,4.13,19.7,27.5,33.0,15.0,148.0,Severe,Sunny
2479,Bengaluru,101.3,18.9,154.8,22.7,4.71,173.4,11.3,74.0,6.9,91.0,Very Poor,Cloudy
2480,Delhi,98.9,373.1,160.8,62.1,0.43,5.3,15.2,75.0,15.2,210.0,Poor,Foggy
2481,Surat,146.0,383.5,172.8,9.6,2.59,181.9,12.6,88.0,12.6,234.0,Good,Sunny
2482,Mumbai,,191.6,179.3,53.0,4.28,23.3,18.7,73.0,18.4,127.0,Moderate,Sunny
2483,Ahmedabad,63.4,197.3,49.4,55.2,3.06,192.0,10.3,72.0,10.3,103.0,Poor,Rainy
2484,Pune,64.6,,27.9,61.3,4.58,174.6,33.5,23.0,0.8,156.0,Satisfactory,Sunny
2485,Surat,162.1,249.4,89.7,31.4,1.26,122.5,44.4,43.0,3.5,167.0,Very Poor,Sunny
2486,Bengaluru,291.2,39.0,149.0,30.0,2.81,133.0,17.4,32.0,8.5,159.0,Good,Rainy
2487,Mumbai,62.8,302.9,169.6,49.9,4.95,153.4,25.8,57.0,2.0,178.0,Severe,Cloudy
2488,Delhi,87.1,386.2,57.0,14.9,1.49,136.4,10.6,50.0,8.6,176.0,Very Poor,Foggy
2489,Chennai,259.3,300.7,47.9,85.9,1.02,29.1,33.6,50.0,7.9,202.0,Poor,Rainy
2490,Bengaluru,253.8,175.0,116.1,8.8,0.47,12.3,31.8,85.0,8.7,181.0,Satisfactory,Sunny
2491,Jaipur,126.4,58.1,10.6,70.4,2.16,59.5,28.1,74.0,15.8,65.0,Poor,Foggy
2492,Delhi,125.6,,51.4,12.5,1.7,147.6,41.6,25.0,20.0,180.0,Poor,Cloudy
2493,Kolkata,171.0,324.7,96.1,72.0,1.31,49.4,36.4,70.0,4.2,197.0,Poor,Cloudy
2494,Hyderabad,257.1,16.9,63.1,82.3,2.64,116.8,26.2,45.0,16.3,112.0,Poor,Sunny
2495,Pune,107.4,310.1,112.2,90.2,0.66,56.1,16.7,22.0,9.5,176.0,Moderate,Sunny
2496,Chennai,114.4,257.1,150.8,24.9,1.8,79.7,26.1,26.0,1.0,174.0,Satisfactory,Sunny
2497,Jaipur,33.5,109.3,143.5,79.7,3.22,125.5,33.8,57.0,11.7,95.0,Very Poor,Rainy
2498,Pune,39.5,89.7,42.9,28.0,0.64,73.6,22.3,62.0,18.0,57.0,Very Poor,Cloudy
2499,Hyderabad,88.6,256.2,119.2,8.4,1.3,149.7,33.0,66.0,7.6,154.0,Moderate,Rainy
2500,Mumbai,205.5,81.7,101.7,79.9,1.85,192.0,40.5,75.0,9.9,129.0,Very Poor,Sunny
2501,Bengaluru,229.8,145.3,178.3,22.5,0.59,99.2,44.6,54.0,14.9,184.0,Good,Sunny
2502,Mumbai,277.4,203.9,27.7,19.3,1.8,134.6,27.9,73.0,2.6,169.0,Severe,Foggy
2503,Surat,250.3,352.1,56.3,71.0,1.27,117.9,43.4,77.0,10.9,219.0,Poor,Foggy
2504,Jaipur,287.3,195.9,163.1,69.3,1.78,103.6,26.6,83.0,8.6,215.0,Poor,Sunny
2505,Hyderabad,107.0,314.7,,69.7,0.9,20.7,37.1,85.0,16.6,,Severe,Cloudy
2506,Delhi,134.2,293.6,75.8,23.3,2.34,29.3,41.4,25.0,3.1,167.0,Severe,Sunny
2507,Delhi,43.9,379.0,102.3,27.1,4.45,47.1,17.9,80.0,13.7,175.0,Poor,Rainy
2508,Mumbai,234.3,246.6,18.9,6.9,3.58,176.9,34.9,41.0,10.5,166.0,Poor,Cloudy
2509,Mumbai,140.1,333.6,128.9,50.8,2.71,185.8,37.7,47.0,19.8,200.0,Severe,Sunny
2510,Surat,245.6,306.2,102.8,97.5,4.0,80.6,23.6,30.0,11.0,218.0,Good,Foggy
2511,Jaipur,251.9,370.1,88.0,98.1,2.08,46.4,19.5,49.0,1.0,236.0,Good,Cloudy
2512,Pune,230.8,144.6,44.0,19.2,4.94,153.1,18.4,64.0,9.0,139.0,Very Poor,Sunny
2513,Surat,240.9,380.9,172.5,51.2,0.23,72.0,39.0,67.0,12.4,264.0,Severe,Sunny
2514,Chennai,128.1,40.0,160.1,17.1,2.05,88.5,24.9,65.0,0.5,109.0,Severe,Rainy
2515,Hyderabad,203.3,290.2,95.9,14.1,2.83,79.6,22.5,32.0,8.8,196.0,Very Poor,Sunny
2516,Kolkata,257.3,159.7,133.8,26.9,4.04,86.4,17.2,72.0,4.2,183.0,Good,Rainy
2517,Chennai,78.5,89.5,17.5,58.6,1.45,118.2,24.3,63.0,6.6,61.0,Poor,Rainy
2518,Jaipur,260.1,221.2,30.7,29.7,3.22,28.3,32.9,91.0,8.0,170.0,Severe,Sunny
2519,Mumbai,73.2,22.2,57.6,78.9,0.28,133.5,16.4,55.0,13.7,51.0,Moderate,Cloudy
2520,Chennai,33.1,391.5,101.7,40.7,2.26,115.4,10.7,47.0,1.2,175.0,Severe,Cloudy
2521,Hyderabad,152.4,165.8,169.8,46.3,1.36,178.0,11.8,85.0,4.4,162.0,Severe,Sunny
2522,Kolkata,71.1,41.9,,37.1,4.34,25.1,38.0,86.0,14.8,,Severe,Foggy
2523,Jaipur,133.3,343.0,12.0,15.7,4.29,156.0,12.7,29.0,4.9,162.0,Very Poor,Sunny
2524,Chennai,185.8,84.5,138.5,28.4,0.29,117.8,29.1,41.0,18.2,136.0,Good,Foggy
2525,Hyderabad,232.3,168.8,64.5,33.1,4.59,5.2,44.6,94.0,15.3,155.0,Satisfactory,Cloudy
2526,Jaipur,57.9,232.8,72.2,42.5,4.99,51.6,,41.0,17.7,120.0,Moderate,Rainy
2527,Surat,28.9,281.5,36.9,75.9,2.1,189.9,34.2,49.0,6.3,115.0,Very Poor,Sunny
2528,Ahmedabad,195.3,92.7,81.2,15.5,0.27,47.1,27.5,88.0,2.8,123.0,Good,Rainy
2529,Bengaluru,18.7,304.8,136.0,33.4,1.71,136.1,28.7,66.0,1.5,153.0,Poor,Sunny
2530,Surat,161.7,379.8,152.4,17.7,3.8,71.4,,94.0,10.2,231.0,Good,Rainy
2531,Jaipur,213.4,107.4,98.7,85.7,2.18,118.4,25.4,20.0,17.3,139.0,Good,Foggy
2532,Chennai,123.1,221.6,25.8,71.7,0.59,85.6,15.1,20.0,3.9,123.0,Poor,Foggy
2533,Pune,54.2,151.3,142.1,54.7,4.32,73.7,31.7,91.0,19.5,115.0,Very Poor,Rainy
2534,Bengaluru,130.6,382.2,51.1,53.3,1.49,166.8,12.6,63.0,19.3,187.0,Good,Rainy
2535,Chennai,146.4,152.8,91.7,24.4,1.64,8.1,28.0,64.0,15.4,130.0,Very Poor,Cloudy
2536,Hyderabad,28.8,123.4,95.7,84.2,2.68,144.8,31.0,62.0,19.6,82.0,Satisfactory,Sunny
2537,Ahmedabad,161.4,293.9,45.0,29.3,2.95,38.4,31.9,32.0,10.2,166.0,Moderate,Rainy
2538,Mumbai,53.2,225.1,88.9,56.5,1.47,137.1,16.4,66.0,9.2,122.0,Moderate,Rainy
2539,Delhi,72.3,236.0,,51.9,1.22,190.0,22.4,35.0,16.1,,Satisfactory,Foggy
2540,Ahmedabad,197.4,,170.9,42.8,4.99,52.7,10.6,92.0,6.8,243.0,Moderate,Cloudy
2541,Delhi,169.6,354.8,156.0,97.6,4.09,178.5,36.1,23.0,13.0,226.0,Very Poor,Cloudy
2542,Bengaluru,237.8,332.2,102.8,22.0,0.67,75.8,26.8,59.0,6.5,224.0,Moderate,Rainy
2543,Ahmedabad,112.2,104.4,161.9,83.5,2.41,85.6,10.9,38.0,12.3,126.0,Poor,Rainy
2544,Ahmedabad,263.8,,152.1,35.4,2.14,106.4,11.9,39.0,10.5,244.0,Moderate,Foggy
2545,Hyderabad,93.6,378.2,155.2,36.6,0.83,96.2,22.7,76.0,14.4,209.0,Very Poor,Rainy
2546,Pune,184.4,271.0,59.5,36.6,4.67,70.4,32.6,53.0,3.1,171.0,Satisfactory,Foggy
2547,Chennai,159.1,245.2,116.8,19.6,0.92,85.3,10.9,28.0,3.9,173.0,Satisfactory,Sunny
2548,Pune,280.0,218.5,160.6,34.9,4.32,72.2,11.0,,15.4,219.0,Severe,Sunny
2549,Jaipur,175.4,90.0,115.6,21.3,1.07,102.4,20.3,90.0,10.4,127.0,Good,Rainy
2550,Delhi,103.3,360.2,22.6,57.1,3.86,156.7,24.9,40.0,10.8,162.0,Satisfactory,Foggy
2551,Delhi,187.2,268.7,81.8,28.9,4.09,160.2,15.3,42.0,14.1,179.0,Very Poor,Cloudy
2552,Bengaluru,192.8,171.6,140.1,23.4,1.0,119.5,,62.0,2.9,168.0,Very Poor,Sunny
2553,Pune,106.0,272.2,14.1,48.2,4.74,60.3,44.5,89.0,3.3,130.0,Good,Foggy
2554,Bengaluru,249.2,34.6,29.9,11.0,0.23,185.7,31.1,45.0,4.0,104.0,Poor,Rainy
2555,Surat,293.5,399.5,134.6,50.8,0.86,132.8,43.2,81.0,10.1,275.0,Very Poor,Cloudy
2556,Kolkata,120.2,346.3,95.7,20.1,3.5,141.8,41.4,55.0,5.1,187.0,Good,Sunny
2557,Pune,279.9,286.9,173.9,13.9,3.98,104.0,39.2,33.0,0.9,246.0,Moderate,Cloudy
2558,Delhi,19.1,124.6,124.3,86.3,1.41,96.0,26.4,21.0,4.6,89.0,Satisfactory,Cloudy
2559,Surat,18.9,88.3,173.5,63.6,2.67,141.3,21.7,43.0,8.2,93.0,Severe,Cloudy
2560,Chennai,209.2,126.2,16.4,25.1,4.39,76.0,12.7,64.0,14.5,117.0,Very Poor,Sunny
2561,Kolkata,287.0,,79.9,39.4,1.47,157.3,18.8,44.0,11.3,163.0,Good,Foggy
2562,Surat,120.9,12.1,24.0,40.9,0.41,122.9,31.6,42.0,13.2,52.0,Very Poor,Rainy
2563,Kolkata,125.1,128.3,74.9,56.0,3.5,167.3,36.3,34.0,8.2,109.0,Severe,Foggy
2564,Chennai,299.8,393.6,,77.1,2.63,158.4,11.6,34.0,19.1,,Severe,Sunny
2565,Hyderabad,163.7,15.5,155.9,49.5,2.17,199.7,31.4,77.0,10.8,111.0,Severe,Cloudy
2566,Surat,298.9,159.0,179.2,83.1,2.37,13.6,30.8,40.0,7.9,212.0,Good,Rainy
2567,Bengaluru,145.3,198.1,37.7,9.5,0.78,108.2,17.8,60.0,4.7,127.0,Poor,Foggy
2568,Mumbai,187.7,271.2,49.8,29.1,0.92,148.3,39.9,27.0,16.0,169.0,Good,Cloudy
2569,Delhi,10.3,246.0,72.8,5.3,4.66,127.9,21.7,93.0,4.2,109.0,Very Poor,Sunny
2570,Mumbai,252.4,34.8,95.1,54.1,2.54,193.4,12.0,61.0,7.3,127.0,Severe,Foggy
2571,Mumbai,36.7,62.2,92.0,8.7,3.75,137.3,29.8,38.0,6.1,63.0,Satisfactory,Rainy
2572,Hyderabad,296.5,71.8,168.2,42.2,3.94,181.1,37.0,92.0,4.2,178.0,Good,Rainy
2573,Kolkata,95.0,130.6,58.3,56.4,0.43,68.9,30.4,39.0,2.9,94.0,Poor,Sunny
2574,Jaipur,186.1,130.2,77.9,56.7,3.56,88.4,36.3,73.0,14.1,131.0,Very Poor,Cloudy
2575,Kolkata,158.6,12.7,9.3,61.8,0.86,134.4,10.4,27.0,1.5,60.0,Very Poor,Rainy
2576,Pune,265.0,206.5,84.7,88.7,1.69,148.7,38.7,48.0,10.4,185.0,Moderate,Cloudy
2577,Jaipur,238.8,22.3,80.5,2.4,4.02,125.0,32.3,82.0,19.1,113.0,Very Poor,Cloudy
2578,Bengaluru,246.4,294.9,23.3,49.5,3.16,112.6,24.2,82.0,11.1,188.0,Moderate,Rainy
2579,Jaipur,89.7,90.3,124.9,81.0,4.74,144.7,18.2,73.0,7.1,101.0,Severe,Foggy
2580,Hyderabad,196.7,203.7,67.4,93.0,1.66,78.3,21.8,83.0,10.6,155.0,Very Poor,Cloudy
2581,Hyderabad,218.0,325.1,131.1,31.4,1.19,197.2,30.5,48.0,7.1,224.0,Moderate,Rainy
2582,Chennai,110.5,54.4,173.7,46.6,1.87,102.6,39.1,21.0,12.5,112.0,Satisfactory,Rainy
2583,Pune,130.2,358.9,133.6,78.5,2.59,9.8,26.9,32.0,12.4,207.0,Severe,Sunny
2584,Pune,45.8,323.7,60.1,80.0,1.1,126.4,35.6,52.0,18.1,143.0,Good,Cloudy
2585,Surat,46.2,274.2,,72.2,3.2,71.9,21.1,91.0,16.4,,Severe,Sunny
2586,Pune,247.3,256.9,97.0,98.4,2.79,45.3,,85.0,12.7,200.0,Poor,Foggy
2587,Ahmedabad,30.0,331.6,143.4,64.6,1.94,197.8,43.2,21.0,3.7,168.0,Satisfactory,Rainy
2588,Chennai,289.2,139.9,90.1,2.7,4.84,42.5,40.6,75.0,0.6,173.0,Moderate,Foggy
2589,Bengaluru,248.0,149.0,66.7,33.6,1.55,183.6,44.2,38.0,7.8,154.0,Poor,Rainy
2590,Delhi,56.3,170.1,121.1,58.1,3.56,112.8,32.6,51.0,6.8,115.0,Moderate,Sunny
2591,Jaipur,284.3,336.0,105.0,31.5,4.09,41.8,28.0,83.0,13.5,241.0,Severe,Foggy
2592,Ahmedabad,141.1,348.6,137.7,99.9,1.54,64.8,25.0,93.0,8.1,209.0,Moderate,Cloudy
2593,Mumbai,240.5,265.4,60.4,64.9,0.69,34.4,23.4,30.0,2.7,188.0,Severe,Foggy
2594,Mumbai,201.3,125.8,110.4,81.4,2.91,14.6,10.7,91.0,15.8,145.0,Moderate,Foggy
2595,Surat,186.1,295.7,140.5,42.5,0.98,83.1,17.2,75.0,6.9,207.0,Moderate,Sunny
2596,Jaipur,5.1,367.0,24.0,25.7,1.77,174.0,11.5,52.0,6.1,132.0,Moderate,Cloudy
2597,Surat,45.0,91.7,174.3,80.1,3.09,187.0,19.5,27.0,11.1,103.0,Very Poor,Foggy
2598,Chennai,180.0,129.9,169.4,92.7,4.25,141.3,35.4,76.0,7.5,159.0,Satisfactory,Cloudy
2599,Kolkata,270.1,241.3,158.9,3.3,4.65,102.6,27.5,46.0,1.5,223.0,Poor,Cloudy
2600,Mumbai,158.5,176.4,123.6,43.8,3.58,103.5,18.8,33.0,11.0,152.0,Good,Rainy
2601,Chennai,84.5,171.1,125.7,71.9,2.89,175.0,21.1,46.0,2.6,127.0,Very Poor,Rainy
2602,Hyderabad,114.2,386.9,82.5,28.3,3.38,57.7,19.4,53.0,5.8,194.0,Very Poor,Sunny
2603,Ahmedabad,164.0,239.4,162.2,85.1,2.81,118.5,43.2,47.0,18.3,188.0,Satisfactory,Sunny
2604,Bengaluru,224.5,,86.7,62.5,4.63,129.7,41.9,66.0,1.3,112.0,Satisfactory,Foggy
2605,Pune,197.3,296.8,75.3,63.4,0.98,28.5,30.4,67.0,11.6,189.0,Severe,Cloudy
2606,Mumbai,132.7,303.8,144.5,55.3,2.59,27.1,21.1,20.0,2.8,193.0,Satisfactory,Cloudy
2607,Hyderabad,123.6,110.5,70.3,44.6,2.97,170.2,32.7,35.0,7.6,101.0,Satisfactory,Sunny
2608,Ahmedabad,59.9,221.5,155.6,9.5,2.85,131.5,16.8,27.0,2.4,145.0,Moderate,Rainy
2609,Chennai,258.6,68.0,62.8,94.7,2.84,9.6,,60.0,3.6,129.0,Satisfactory,Cloudy
2610,Bengaluru,231.3,271.0,11.9,96.5,4.12,120.1,42.6,37.0,3.3,171.0,Severe,Rainy
2611,Mumbai,144.3,49.7,163.8,34.3,0.58,124.3,19.2,64.0,1.9,119.0,Very Poor,Foggy
2612,Ahmedabad,207.5,272.0,20.9,87.5,4.54,47.6,18.7,54.0,10.7,166.0,Moderate,Cloudy
2613,Surat,262.3,325.6,15.8,37.0,1.0,94.7,19.5,41.0,12.3,201.0,Very Poor,Rainy
2614,Hyderabad,298.0,215.0,147.7,9.2,3.26,53.5,,90.0,7.8,220.0,Moderate,Foggy
2615,Bengaluru,133.8,178.3,69.2,19.3,1.52,120.1,18.9,,10.5,127.0,Satisfactory,Rainy
2616,Jaipur,241.2,209.5,26.2,60.7,0.7,107.7,18.6,21.0,7.7,158.0,Poor,Rainy
2617,Pune,179.7,361.1,59.8,81.0,3.47,144.4,10.0,25.0,17.3,200.0,Poor,Cloudy
2618,Delhi,89.6,313.3,32.7,9.2,4.85,120.4,29.6,78.0,5.3,145.0,Severe,Cloudy
2619,Delhi,187.7,127.2,92.0,2.1,2.14,178.1,38.2,61.0,17.6,135.0,Poor,Foggy
2620,Hyderabad,15.9,391.3,116.0,94.3,1.34,31.5,34.9,89.0,3.8,174.0,Very Poor,Sunny
2621,Delhi,157.0,355.1,83.1,68.3,3.53,195.6,30.5,82.0,11.3,198.0,Satisfactory,Cloudy
2622,Mumbai,30.8,202.9,22.8,72.7,1.75,169.4,32.5,64.0,15.2,85.0,Poor,Rainy
2623,Chennai,279.3,231.8,86.1,31.6,4.65,58.7,25.7,37.0,1.8,199.0,Severe,Foggy
2624,Chennai,132.8,47.0,53.5,96.7,3.86,32.3,11.0,83.0,14.8,77.0,Very Poor,Foggy
2625,Chennai,58.4,397.3,130.9,47.1,2.85,103.3,40.3,46.0,3.6,195.0,Satisfactory,Cloudy
2626,Delhi,49.4,205.9,123.4,28.4,1.3,89.0,13.0,89.0,19.6,126.0,Very Poor,Cloudy
2627,Bengaluru,263.5,289.8,113.5,87.0,1.02,186.1,30.6,70.0,7.6,222.0,Satisfactory,Cloudy
2628,Pune,193.2,247.3,70.4,68.4,1.54,199.7,18.4,47.0,5.1,170.0,Very Poor,Cloudy
2629,Ahmedabad,240.5,230.4,123.2,32.5,3.31,115.1,34.7,90.0,6.7,198.0,Moderate,Rainy
2630,Kolkata,192.0,112.0,107.7,65.1,4.63,85.8,12.0,93.0,5.1,137.0,Satisfactory,Rainy
2631,Mumbai,93.2,98.1,47.7,38.5,1.15,145.3,36.3,52.0,16.8,79.0,Moderate,Rainy
2632,Mumbai,54.9,59.8,22.3,27.0,4.93,75.9,16.2,72.0,16.0,45.0,Poor,Sunny
2633,Chennai,159.3,120.0,22.0,36.1,3.82,141.7,29.3,41.0,18.4,100.0,Severe,Rainy
2634,Pune,8.9,229.6,110.1,82.3,1.27,156.6,36.8,81.0,15.5,116.0,Moderate,Cloudy
2635,Kolkata,242.9,207.1,76.1,94.4,4.0,141.6,39.1,52.0,3.8,175.0,Good,Foggy
2636,Bengaluru,250.8,195.8,,79.5,3.22,125.7,31.3,83.0,9.4,,Moderate,Rainy
2637,Jaipur,245.2,85.5,72.1,15.9,3.49,42.0,14.1,92.0,11.9,134.0,Very Poor,Sunny
2638,Mumbai,125.3,232.6,95.5,26.0,1.95,14.4,17.1,59.0,8.8,151.0,Severe,Foggy
2639,Pune,254.5,313.3,161.3,59.7,2.86,48.6,30.0,85.0,18.9,243.0,Satisfactory,Cloudy
2640,Pune,135.3,233.7,146.5,8.8,4.04,149.4,25.6,34.0,2.4,171.0,Poor,Cloudy
2641,Ahmedabad,105.9,127.8,82.0,75.6,3.16,76.3,35.2,85.0,10.2,105.0,Satisfactory,Sunny
2642,Pune,247.3,75.4,50.4,84.9,2.32,150.2,38.5,64.0,12.4,124.0,Moderate,Foggy
2643,Bengaluru,14.5,147.1,76.7,13.8,1.22,154.9,14.7,84.0,5.0,79.0,Poor,Sunny
2644,Delhi,108.9,191.1,37.3,74.1,1.54,164.5,36.9,66.0,14.2,112.0,Satisfactory,Cloudy
2645,Chennai,80.0,376.7,67.1,68.0,3.14,23.3,35.4,51.0,9.6,174.0,Poor,Cloudy
2646,Bengaluru,99.3,185.4,175.1,8.9,0.74,104.6,41.5,78.0,12.9,153.0,Very Poor,Sunny
2647,Surat,149.3,373.2,51.4,79.3,3.02,8.5,10.7,85.0,3.4,191.0,Satisfactory,Rainy
2648,Hyderabad,62.9,111.2,127.8,98.9,1.72,15.1,38.9,72.0,5.1,100.0,Severe,Rainy
2649,Delhi,157.9,55.0,47.9,75.7,2.19,147.7,34.6,59.0,8.2,86.0,Good,Cloudy
2650,Delhi,12.7,352.7,171.3,51.1,3.8,155.5,19.6,65.0,0.7,178.0,Very Poor,Sunny
2651,Bengaluru,201.7,177.7,150.3,34.8,1.96,180.7,37.3,81.0,9.0,176.0,Poor,Cloudy
2652,Pune,188.1,,118.7,19.4,3.65,83.8,42.8,67.0,14.6,227.0,Moderate,Cloudy
2653,Pune,37.1,230.1,100.1,9.5,2.04,156.2,13.9,35.0,8.6,122.0,Very Poor,Sunny
2654,Delhi,167.2,397.5,167.0,27.3,1.99,126.4,10.4,77.0,3.0,243.0,Poor,Foggy
2655,Ahmedabad,241.8,304.7,60.3,41.1,4.74,21.8,35.8,56.0,13.5,202.0,Good,Rainy
2656,Kolkata,120.7,341.8,132.4,74.8,0.43,93.2,34.4,41.0,16.1,198.0,Very Poor,Sunny
2657,Delhi,254.4,153.6,100.1,71.1,3.67,47.0,33.3,74.0,17.3,169.0,Severe,Foggy
2658,Bengaluru,241.6,109.8,67.9,81.4,4.86,44.4,,72.0,15.3,139.0,Poor,Foggy
2659,Delhi,44.0,20.1,114.7,96.1,4.62,102.1,31.3,95.0,10.4,59.0,Satisfactory,Cloudy
2660,Chennai,201.8,390.6,52.7,88.1,1.37,170.4,24.4,84.0,2.4,215.0,Very Poor,Foggy
2661,Pune,74.6,367.6,58.7,47.1,3.6,85.3,21.3,77.0,4.5,166.0,Very Poor,Rainy
2662,Surat,140.1,36.7,173.8,59.3,2.82,138.4,21.4,95.0,15.8,116.0,Severe,Sunny
2663,Ahmedabad,228.6,237.8,108.7,69.3,3.89,9.3,25.1,89.0,11.7,191.0,Severe,Cloudy
2664,Mumbai,110.4,219.1,89.5,33.2,3.29,11.2,38.5,61.0,11.6,139.0,Very Poor,Cloudy
2665,Jaipur,38.8,191.9,65.8,45.0,2.43,120.4,30.7,73.0,2.9,98.0,Severe,Sunny
2666,Delhi,55.5,53.2,163.1,44.1,2.15,76.4,19.9,68.0,1.4,90.0,Poor,Rainy
2667,Bengaluru,287.6,355.3,70.6,14.3,2.71,79.4,33.9,59.0,16.6,237.0,Very Poor,Foggy
2668,Surat,241.7,288.7,78.0,81.0,0.92,189.5,23.4,40.0,12.6,202.0,Severe,Rainy
